,Job Title,Company Name,Location,Salary,Summary
2874,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2875,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2876,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2877,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2878,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2879,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2880,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2881,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2882,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2883,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2884,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2885,Software Engineer Analytics,S-Square Spenta Technologies,"Bengaluru, Karnataka",Nothing_found,"Job Description This role would be a key resource for the organization for development of information systems in the areas of reporting , data analytics and…"
2886,Sr Software Engineer - Python Fullstack,Gartner,"Gurgaon, Haryana",Nothing_found,"Knowledge of algorithms and statistics and at least some experience in data mining, machine learning and natural language processing is required."
2887,Sr Data Engineer I - AdTech,Uber,"Bengaluru, Karnataka",Nothing_found,"Work on that will use advanced machine learning techniques to optimize spend within different channels.
We're looking for software engineers who grow with…"
2888,Engineer - Ruby on Rails,Numerator,"Pune, Maharashtra",Nothing_found,"Our engineering hurdles sit at the intersection of technologies ranging from mobile, computer vision and crowdsourcing, to machine learning and big data…"
2889,Senior Software Engineer-Python,MicroGenesis Tech Soft Pvt Ltd,India,Nothing_found,"Designation: Senior Software Engineer-Python.
Years of experience required: 2-4 Years.
Desired skills: Looking for NLP Developer with practical ML skills and…"
2890,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2891,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2892,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2893,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2894,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2895,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2896,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2897,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2898,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2899,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2900,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2901,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2902,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2903,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2904,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2905,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2906,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2907,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2908,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
